table_name,name,col_type,description,badges,attribute_name,col_description,is_nullable,is_primary_key,is_foreign_key,sensitivity,technical_source,is_view,database,cluster,schema,sort_order
mdd_prvdr_dm_npi_hstry,src_sys_rec_desc,VARCHAR(500),Description of the unique identifier for the record in the source system,,Source System Record Description,Description of the unique identifier for the record in the source system,No,No,,,,Table,hive,gold,hive_mdm,140
mdd_prvdr_dm_npi_hstry,rec_stus_cd,VARCHAR(30),"Indicates the status of the record



Possible values  are C (Current table record), H (History  table record), D (Deleted record) values.

",Nullable,Record Status Code,"Indicates the status of the record



Possible values  are C (Current table record), H (History  table record), D (Deleted record) values.

",Yes,No,,,,Table,hive,gold,hive_mdm,141
mdd_prvdr_dm_npi_hstry,npi_stus_rsn_rfrnc_sk,INT,"Unique identifier for National Provider Identifier Status Reason

",,National Provider Identifier Status Reason Reference Surrogatekey,"Unique identifier for National Provider Identifier Status Reason

",No,No,,,,Table,hive,gold,hive_mdm,142
mdd_prvdr_dm_npi_hstry,src_sys_name,VARCHAR(35),Name of the system from which the record is sourced.,Nullable,Source System Name,Name of the system from which the record is sourced.,Yes,No,,,,Table,hive,gold,hive_mdm,143
mdd_prvdr_dm_npi_hstry,src_sub_sys_name,CHAR(18),"Name of the subsytem such as NPESS, FISS, etc in the case of NPISCS, from which the record is sourced",Nullable,Source Sub System Name,"Name of the subsytem such as NPESS, FISS, etc in the case of NPISCS, from which the record is sourced",Yes,No,,,,Table,hive,gold,hive_mdm,144
mdd_prvdr_dm_npi_hstry,rptg_prd_dt,DATE,Date that indicates the source reporting period of the record,Nullable,Reporting Period Date,Date that indicates the source reporting period of the record,Yes,No,,,,Table,hive,gold,hive_mdm,145
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,prvdr_lgcy_id,CHAR(20),The unique identifier that had in the past been assigned to the Provider by some system for use by Medicare before the advent of the National Provider Identifier ( NPI ) as an identifier.,Nullable,Provider Legacy Medicare Identifier,The unique identifier that had in the past been assigned to the Provider by some system for use by Medicare before the advent of the National Provider Identifier ( NPI ) as an identifier.,Yes,No,,,,Table,hive,gold,hive_mdm,146
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,cntrctr_id,CHAR(5),Unique number that identifies a Medicare contractor.,Nullable,Contractor Identifier,Unique number that identifies a Medicare contractor.,Yes,No,,,,Table,hive,gold,hive_mdm,147
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,prvdr_npi_id,CHAR(10),The HIPAA administrative simplification standard unique health identifier for a healthcare Provider.,Nullable,Health Care Provider National Provider Identifier,The HIPAA administrative simplification standard unique health identifier for a healthcare Provider.,Yes,No,,,,Table,hive,gold,hive_mdm,148
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,npi_pin_lctn_adr_efctv_ts,TIMESTAMP,The date on which an NPI and Legacy Id  became effective at an address.,Nullable,Person Provider National Provider Identifier Effective Timestamp,The date on which an NPI and Legacy Id  became effective at an address.,Yes,No,,,,Table,hive,gold,hive_mdm,149
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,npi_pin_lctn_adr_trmntn_ts,TIMESTAMP,The date on which an NPI and Legacy Id  became ceased to be in usage for the healthcare Provider at an Address.,Nullable,Person Provider National Provider Identifier Termination Timestamp,The date on which an NPI and Legacy Id  became ceased to be in usage for the healthcare Provider at an Address.,Yes,No,,,,Table,hive,gold,hive_mdm,150
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,mdm_prvdr_sk,BIGINT,The system generated unique identifier for a Provider Lean Index record in Master Data Management System.,,MDM Provider Surrogatekey,The system generated unique identifier for a Provider Lean Index record in Master Data Management System.,No,No,,,,Table,hive,gold,hive_mdm,151
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,proc_cntl_dtl_insrt_sk,INTEGER,A unique identifier of the process that inserted the record. ,,Process Control Detail Insert Surrogatekey,A unique identifier of the process that inserted the record. ,No,No,,,,Table,hive,gold,hive_mdm,152
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,rec_add_ts,TIMESTAMP,The data lineage column used to identify the date and time that the record was inserted into the table.,,Record Add Timestamp,The data lineage column used to identify the date and time that the record was inserted into the table.,No,No,,,,Table,hive,gold,hive_mdm,153
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,rec_updt_ts,TIMESTAMP,The data lineage column used to identify the date and time that the record was update within the table.,,Record Update Timestamp,The data lineage column used to identify the date and time that the record was update within the table.,No,No,,,,Table,hive,gold,hive_mdm,154
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,prvdr_npi_pin_lctn_adr_sk,INT,"The surrogate key in a database is a unique identifier for either an entity in the modeled world or an object in the database. The surrogate key is not derived from application data, unlike a natural (or business) key which is derived from application data. Dummy sequential integer that acts as a Primary Key for the table.",,Provider National Provider Identifier Pin Location Address History Surrogatekey,"The surrogate key in a database is a unique identifier for either an entity in the modeled world or an object in the database. The surrogate key is not derived from application data, unlike a natural (or business) key which is derived from application data. Dummy sequential integer that acts as a Primary Key for the table.",No,No,,,,Table,hive,gold,hive_mdm,155
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,src_sys_rec_id,VARCHAR(500),Unique identifier for the record in the source system,,Source System Record Identifier,Unique identifier for the record in the source system,No,No,,,,Table,hive,gold,hive_mdm,156
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,proc_cntl_dtl_last_updt_sk,INTEGER,A unique identifier of the process that last updated the record.,,Process Control Detail Last Update Surrogatekey,A unique identifier of the process that last updated the record.,No,No,,,,Table,hive,gold,hive_mdm,157
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,lgcy_mdcr_id_type_rfrnc_sk,INT,"A unique identifier for a classification of legacy system identifiers assigned to a healthcare Provider. Examples are:

         CMS Certification Number (CCN) 

         Provider Transaction Access Number (PTAN)

         National Supplier Clearinghouse (NSC)  

           Number 

          National Council for Prescription Drug 

             Programs (NCPDP) Number",Nullable,Provider Legacy Medicare Identifier Type Reference Surrogatekey,"A unique identifier for a classification of legacy system identifiers assigned to a healthcare Provider. Examples are:

         CMS Certification Number (CCN) 

         Provider Transaction Access Number (PTAN)

         National Supplier Clearinghouse (NSC)  

           Number 

          National Council for Prescription Drug 

             Programs (NCPDP) Number",Yes,No,,,,Table,hive,gold,hive_mdm,158
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,src_sys_rec_desc,VARCHAR(500),Description of the unique identifier for the record in the source system,,Source System Record Description,Description of the unique identifier for the record in the source system,No,No,,,,Table,hive,gold,hive_mdm,159
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,rec_stus_cd,VARCHAR(30),"Indicates the status of the record



Possible values  are C (Current table record), H (History  table record), D (Deleted record) values.

",,Record Status Code,"Indicates the status of the record



Possible values  are C (Current table record), H (History  table record), D (Deleted record) values.

",No,No,,,,Table,hive,gold,hive_mdm,160
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,prvdr_lctn_adr_line_1_txt,VARCHAR(55),"The first line of the specification of a location by reference to a thoroughfare, or a landmark; or a point of postal delivery.  



Street address may encompass any of the components that are described by the United States Postal Service as a ""standardized delivery address line"" in USPS Publication 28.",Nullable,Provider Location Address Line 1 Text,"The first line of the specification of a location by reference to a thoroughfare, or a landmark; or a point of postal delivery.  



Street address may encompass any of the components that are described by the United States Postal Service as a ""standardized delivery address line"" in USPS Publication 28.",Yes,No,,,,Table,hive,gold,hive_mdm,161
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,prvdr_lctn_adr_line_2_txt,VARCHAR(55),"The second line of the specification of a location by reference to a thoroughfare, or a landmark; or a point of postal delivery.  



Street address may encompass any of the components that are described by the United States Postal Service as a ""standardized delivery address line"" in USPS Publication 28.",Nullable,Provider Location Address Line 2 Text,"The second line of the specification of a location by reference to a thoroughfare, or a landmark; or a point of postal delivery.  



Street address may encompass any of the components that are described by the United States Postal Service as a ""standardized delivery address line"" in USPS Publication 28.",Yes,No,,,,Table,hive,gold,hive_mdm,162
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,prvdr_lctn_adr_line_3_txt,VARCHAR(55),"The third line of the specification of a location by reference to a thoroughfare, or a landmark; or a point of postal delivery.  



Street address may encompass any of the components that are described by the United States Postal Service as a ""standardized delivery address line"" in USPS Publication 28.",Nullable,Provider Location Address Line  3 Text,"The third line of the specification of a location by reference to a thoroughfare, or a landmark; or a point of postal delivery.  



Street address may encompass any of the components that are described by the United States Postal Service as a ""standardized delivery address line"" in USPS Publication 28.",Yes,No,,,,Table,hive,gold,hive_mdm,163
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,prvdr_lctn_adr_line_4_txt,VARCHAR(55),Address Line 4,Nullable,Provider Location Address Line 4 Text,Address Line 4,Yes,No,,,,Table,hive,gold,hive_mdm,164
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,prvdr_lctn_adr_city_name,VARCHAR(40),"The name of the city. A finer partitioning of geographic subdivisions of a state or county, usually associated with additional levels of government.",Nullable,Provider Location Address City Name,"The name of the city. A finer partitioning of geographic subdivisions of a state or county, usually associated with additional levels of government.",Yes,No,,,,Table,hive,gold,hive_mdm,165
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,prvdr_lctn_adr_state_cd,CHAR(2),The US Postal Service's (USPS) standard state code.,Nullable,Provider Location Address State Code,The US Postal Service's (USPS) standard state code.,Yes,No,,,,Table,hive,gold,hive_mdm,166
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,prvdr_lctn_adr_zip_cd,CHAR(5),"Unique identifier of a Geographic Postal Zone



The ZIP Code was established in 1963 as a system of 5-digit codes that identifies the individual post office or metropolitan area delivery station associated with an address. The first three digits identify the delivery area of a sectional center facility or a major-city post office serving the delivery address area. The next two (the fourth and fifth) digits identify the delivery area of an associate post office, post office branch, or post office station.",Nullable,Provider Location Address Zip Code,"Unique identifier of a Geographic Postal Zone



The ZIP Code was established in 1963 as a system of 5-digit codes that identifies the individual post office or metropolitan area delivery station associated with an address. The first three digits identify the delivery area of a sectional center facility or a major-city post office serving the delivery address area. The next two (the fourth and fifth) digits identify the delivery area of an associate post office, post office branch, or post office station.",Yes,No,,,,Table,hive,gold,hive_mdm,167
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,prvdr_lctn_adr_zip_plus_4_cd,CHAR(4),"The extension Zone Improvement Plan (ZIP) code as assigned by the United States Postal Service (USPS).



Four additional digits added to the 5-digit ZIP Code that identify a specific range of delivery addresses.  The concatenation of Medicare Beneficiary Address Zip Code and Medicare Beneficiary Address Plus Four Code create the compound attribute Entity Address Zip Plus Four Code.",Nullable,Provider Location Address Zip Plus Four Code,"The extension Zone Improvement Plan (ZIP) code as assigned by the United States Postal Service (USPS).



Four additional digits added to the 5-digit ZIP Code that identify a specific range of delivery addresses.  The concatenation of Medicare Beneficiary Address Zip Code and Medicare Beneficiary Address Plus Four Code create the compound attribute Entity Address Zip Plus Four Code.",Yes,No,,,,Table,hive,gold,hive_mdm,168
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,prvdr_lctn_adr_frgn_state_name,VARCHAR(30),The Provider Address Foreign State Name.,Nullable,Provider Location Address Foreign State Name,The Provider Address Foreign State Name.,Yes,No,,,,Table,hive,gold,hive_mdm,169
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,prvdr_lctn_adr_frgn_pstl_cd,CHAR(15),The Provider Address Foreign Postal Code,Nullable,Provider Location Address Foreign Postal Code,The Provider Address Foreign Postal Code,Yes,No,,,,Table,hive,gold,hive_mdm,170
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,prvdr_lctn_adr_frgn_cntry_name,VARCHAR(55),The Provider Address Foreign Country Name,Nullable,Provider Location Address Foreign Country Name,The Provider Address Foreign Country Name,Yes,No,,,,Table,hive,gold,hive_mdm,171
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,prvdr_src_adr_sk,DECIMAL(20),Unique number generated at source to make the row in the table unique.,,Provider Source Address Surrogatekey,Unique number generated at source to make the row in the table unique.,No,No,,,,Table,hive,gold,hive_mdm,172
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,src_sys_name,VARCHAR(35),Name of the system from which the record is sourced.,Nullable,Source System Name,Name of the system from which the record is sourced.,Yes,No,,,,Table,hive,gold,hive_mdm,173
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,src_sub_sys_name,CHAR(18),"Name of the subsytem such as NPESS, FISS, etc in the case of NPISCS, from which the record is sourced",Nullable,Source Sub System Name,"Name of the subsytem such as NPESS, FISS, etc in the case of NPISCS, from which the record is sourced",Yes,No,,,,Table,hive,gold,hive_mdm,174
mdd_prvdr_dm_npi_pin_lctn_adr_hstry,rptg_prd_dt,DATE,Date that indicates the source reporting period of the record,Nullable,Reporting Period Date,Date that indicates the source reporting period of the record,Yes,No,,,,Table,hive,gold,hive_mdm,175
mdd_prvdr_dm_lgcy_ident_hstry,prvdr_lgcy_id,CHAR(20),The unique identifier that had in the past been assigned to the Provider by some system for use by Medicare before the advent of the National Provider Identifier ( NPI ) as an identifier.,,Provider Legacy Medicare Identifier,The unique identifier that had in the past been assigned to the Provider by some system for use by Medicare before the advent of the National Provider Identifier ( NPI ) as an identifier.,No,No,,,,Table,hive,gold,hive_mdm,176
mdd_prvdr_dm_lgcy_ident_hstry,geo_iso_prncpl_sbdiv_cd,VARCHAR(255),"Represents an administrative area directly subordinate to the pertinent governing authority. 





",Nullable,Geographic ISO Principal Subdivision Code,"Represents an administrative area directly subordinate to the pertinent governing authority. 





",Yes,No,,,,Table,hive,gold,hive_mdm,177
mdd_prvdr_dm_lgcy_ident_hstry,lgcy_mdcr_ident_efctv_ts,TIMESTAMP,"The date the healthcare Provider officially began to be identified at CMS by the specific type of legacy Medicare identifier.

",Nullable,Provider Legacy Medicare Identification Effective Timestamp,"The date the healthcare Provider officially began to be identified at CMS by the specific type of legacy Medicare identifier.

",Yes,No,,,,Table,hive,gold,hive_mdm,178
mdd_prvdr_dm_lgcy_ident_hstry,cntrctr_id,CHAR(5),Unique number that identifies a Medicare contractor.,Nullable,Contractor Identifier,Unique number that identifies a Medicare contractor.,Yes,No,,,,Table,hive,gold,hive_mdm,179
mdd_prvdr_dm_lgcy_ident_hstry,lgcy_mdcr_ident_trmntn_ts,TIMESTAMP,"The last day the legacy Medicare identifier was active at CMS for the healthcare Provider.



",Nullable,Provider Legacy Medicare Identification Termination Timestamp,"The last day the legacy Medicare identifier was active at CMS for the healthcare Provider.



",Yes,No,,,,Table,hive,gold,hive_mdm,180
mdd_prvdr_dm_lgcy_ident_hstry,geo_iso_cntry_cd,CHAR(2),A two-character alphabetic representation of a basic geopolitical entity as listed in International Organization for Standards (ISO) 3166-1,Nullable,Geographic ISO Country Code,A two-character alphabetic representation of a basic geopolitical entity as listed in International Organization for Standards (ISO) 3166-1,Yes,No,,,,Table,hive,gold,hive_mdm,181
mdd_prvdr_dm_lgcy_ident_hstry,mdm_prvdr_sk,BIGINT,The system generated unique identifier for a Provider Lean Index record in Master Data Management System.,,MDM Provider Surrogatekey,The system generated unique identifier for a Provider Lean Index record in Master Data Management System.,No,No,,,,Table,hive,gold,hive_mdm,182
mdd_prvdr_dm_lgcy_ident_hstry,prvdr_lgcy_mdcr_ident_hstry_sk,INT,"The surrogate key in a database is a unique identifier for either an entity in the modeled world or an object in the database. The surrogate key is not derived from application data, unlike a natural (or business) key which is derived from application data. Dummy sequential integer that acts as a Primary Key for the table.",,Provider Legacy Medicare Identification History Surrogatekey,"The surrogate key in a database is a unique identifier for either an entity in the modeled world or an object in the database. The surrogate key is not derived from application data, unlike a natural (or business) key which is derived from application data. Dummy sequential integer that acts as a Primary Key for the table.",No,No,,,,Table,hive,gold,hive_mdm,183
mdd_prvdr_dm_lgcy_ident_hstry,proc_cntl_dtl_insrt_sk,INTEGER,A unique identifier of the process that inserted the record. ,,Process Control Detail Insert Surrogatekey,A unique identifier of the process that inserted the record. ,No,No,,,,Table,hive,gold,hive_mdm,184
mdd_prvdr_dm_lgcy_ident_hstry,rec_add_ts,TIMESTAMP,The data lineage column used to identify the date and time that the record was inserted into the table.,,Record Add Timestamp,The data lineage column used to identify the date and time that the record was inserted into the table.,No,No,,,,Table,hive,gold,hive_mdm,185
mdd_prvdr_dm_lgcy_ident_hstry,rec_updt_ts,TIMESTAMP,The data lineage column used to identify the date and time that the record was update within the table.,,Record Update Timestamp,The data lineage column used to identify the date and time that the record was update within the table.,No,No,,,,Table,hive,gold,hive_mdm,186
mdd_prvdr_dm_lgcy_ident_hstry,src_sys_rec_id,VARCHAR(500),Unique identifier for the record in the source system,,Source System Record Identifier,Unique identifier for the record in the source system,No,No,,,,Table,hive,gold,hive_mdm,187
mdd_prvdr_dm_lgcy_ident_hstry,proc_cntl_dtl_last_updt_sk,INTEGER,A unique identifier of the process that last updated the record.,,Process Control Detail Last Update Surrogatekey,A unique identifier of the process that last updated the record.,No,No,,,,Table,hive,gold,hive_mdm,188
mdd_prvdr_dm_lgcy_ident_hstry,lgcy_id_deactvtn_rsn_rfrnc_sk,INT,"A unique identifier for a  reason that a Provider's Legacy Medicare Identification can be deactivated. 



Examples:

    Invalid Fiscal Intermediary Standard System Data

    Invalid Multi-carrier System Data

    No match\Missing Contractor Identifier",Nullable,Medicare Legacy Identifier Deactivation Reason Reference Surrogatekey,"A unique identifier for a  reason that a Provider's Legacy Medicare Identification can be deactivated. 



Examples:

    Invalid Fiscal Intermediary Standard System Data

    Invalid Multi-carrier System Data

    No match\Missing Contractor Identifier",Yes,No,,,,Table,hive,gold,hive_mdm,189
mdd_prvdr_dm_lgcy_ident_hstry,src_sys_rec_desc,VARCHAR(500),Description of the unique identifier for the record in the source system,,Source System Record Description,Description of the unique identifier for the record in the source system,No,No,,,,Table,hive,gold,hive_mdm,190
mdd_prvdr_dm_lgcy_ident_hstry,rec_stus_cd,VARCHAR(30),"Indicates the status of the record



Possible values  are C (Current table record), H (History  table record), D (Deleted record) values.

",,Record Status Code,"Indicates the status of the record



Possible values  are C (Current table record), H (History  table record), D (Deleted record) values.

",No,No,,,,Table,hive,gold,hive_mdm,191
mdd_prvdr_dm_lgcy_ident_hstry,lgcy_mdcr_id_type_rfrnc_sk,INT,"A unique identifier for a classification of legacy system identifiers assigned to a healthcare Provider. Examples are:

         CMS Certification Number (CCN) 

         Provider Transaction Access Number (PTAN)

         National Supplier Clearinghouse (NSC)  

           Number 

          National Council for Prescription Drug 

             Programs (NCPDP) Number",,Provider Legacy Medicare Identifier Type Reference Surrogatekey,"A unique identifier for a classification of legacy system identifiers assigned to a healthcare Provider. Examples are:

         CMS Certification Number (CCN) 

         Provider Transaction Access Number (PTAN)

         National Supplier Clearinghouse (NSC)  

           Number 

          National Council for Prescription Drug 

             Programs (NCPDP) Number",No,No,,,,Table,hive,gold,hive_mdm,192
mdd_prvdr_dm_lgcy_ident_hstry,src_sys_name,VARCHAR(35),Name of the system from which the record is sourced.,Nullable,Source System Name,Name of the system from which the record is sourced.,Yes,No,,,,Table,hive,gold,hive_mdm,193
mdd_prvdr_dm_lgcy_ident_hstry,src_sub_sys_name,CHAR(18),"Name of the subsytem such as NPESS, FISS, etc in the case of NPISCS, from which the record is sourced",Nullable,Source Sub System Name,"Name of the subsytem such as NPESS, FISS, etc in the case of NPISCS, from which the record is sourced",Yes,No,,,,Table,hive,gold,hive_mdm,194
mdd_prvdr_dm_lgcy_ident_hstry,rptg_prd_dt,DATE,Date that indicates the source reporting period of the record,Nullable,Reporting Period Date,Date that indicates the source reporting period of the record,Yes,No,,,,Table,hive,gold,hive_mdm,195
mdd_prvdr_dm_lgcy_ident_hstry,id_issg_ent_name,VARCHAR(30),Name or Identifier that identifies the entity that issued the identifier for a provider.,Nullable,Identifier Issuing Entity Name,Name or Identifier that identifies the entity that issued the identifier for a provider.,Yes,No,,,,Table,hive,gold,hive_mdm,196
mdd_prvdr_dm_adr_hstry,prvdr_adr_efctv_ts,TIMESTAMP,A date on which a Geographic Address for a Provider that is of a certain address type becomes effective.,Nullable,Provider Address Effective Timestamp,A date on which a Geographic Address for a Provider that is of a certain address type becomes effective.,Yes,No,,,,Table,hive,gold,hive_mdm,197
mdd_prvdr_dm_adr_hstry,prvdr_adr_trmntn_ts,TIMESTAMP,"A date on which a Geographic Address for a Provider that is of a certain address type ceases to be effective.



",Nullable,Provider Address Termination Timestamp,"A date on which a Geographic Address for a Provider that is of a certain address type ceases to be effective.



",Yes,No,,,,Table,hive,gold,hive_mdm,198
mdd_prvdr_dm_adr_hstry,prctc_lctn_type_ind,CHAR(1),A yes\no indicator of whether the Provider healthcare Address has the characteristics of the indicated classification of Provider healthcare Address Type.,Nullable,Provider Practice Location Type Switch,A yes\no indicator of whether the Provider healthcare Address has the characteristics of the indicated classification of Provider healthcare Address Type.,Yes,No,,,,Table,hive,gold,hive_mdm,199
mdd_prvdr_dm_adr_hstry,prctc_lctn_name,VARCHAR(50),The name commonly used to denote this location where the Provider renders healthcare service.,Nullable,Provider Practice Location Name,The name commonly used to denote this location where the Provider renders healthcare service.,Yes,No,,,,Table,hive,gold,hive_mdm,200
mdd_prvdr_dm_adr_hstry,prvdr_prmry_prctc_lctn_sw,CHAR(1),A yes\no indication of whether the Practice Location is considered to be the Provider's  primary practice location. This information is useful to assist in the Center for Medicare and Medicaid Services ( CMS )claims billing activity.,Nullable,Provider Primary Practice Location Switch,A yes\no indication of whether the Practice Location is considered to be the Provider's  primary practice location. This information is useful to assist in the Center for Medicare and Medicaid Services ( CMS )claims billing activity.,Yes,No,,,,Table,hive,gold,hive_mdm,201
mdd_prvdr_dm_adr_hstry,tel_num,CHAR(20),The telephone or Fax number.  The number contains the information necessary to identify uniquely the intended endpoint.,Nullable,Provider Telephone Number,The telephone or Fax number.  The number contains the information necessary to identify uniquely the intended endpoint.,Yes,No,,,,Table,hive,gold,hive_mdm,202
mdd_prvdr_dm_adr_hstry,tel_extnsn_num,CHAR(6),The extension number used to further route telephone calls once they are connected to the telephone number.,Nullable,Provider Telephone Number Extension,The extension number used to further route telephone calls once they are connected to the telephone number.,Yes,No,,,,Table,hive,gold,hive_mdm,203
mdd_prvdr_dm_adr_hstry,mdm_prvdr_sk,BIGINT,The system generated unique identifier for a Provider Lean Index record in Master Data Management System.,,MDM Provider Surrogatekey,The system generated unique identifier for a Provider Lean Index record in Master Data Management System.,No,No,,,,Table,hive,gold,hive_mdm,204
mdd_prvdr_dm_adr_hstry,prvdr_adr_zip_plus_4_cd,CHAR(4),"The extension Zone Improvement Plan (ZIP) code as assigned by the United States Postal Service (USPS).



Four additional digits added to the 5-digit ZIP Code that identify a specific range of delivery addresses.  The concatenation of Medicare Beneficiary Address Zip Code and Medicare Beneficiary Address Plus Four Code create the compound attribute Entity Address Zip Plus Four Code.",Nullable,Provider Address Zip Plus Four Code,"The extension Zone Improvement Plan (ZIP) code as assigned by the United States Postal Service (USPS).



Four additional digits added to the 5-digit ZIP Code that identify a specific range of delivery addresses.  The concatenation of Medicare Beneficiary Address Zip Code and Medicare Beneficiary Address Plus Four Code create the compound attribute Entity Address Zip Plus Four Code.",Yes,No,,,,Table,hive,gold,hive_mdm,205
mdd_prvdr_dm_adr_hstry,prvdr_adr_zip_cd,CHAR(5),"Unique identifier of a Geographic Postal Zone



The ZIP Code was established in 1963 as a system of 5-digit codes that identifies the individual post office or metropolitan area delivery station associated with an address. The first three digits identify the delivery area of a sectional center facility or a major-city post office serving the delivery address area. The next two (the fourth and fifth) digits identify the delivery area of an associate post office, post office branch, or post office station.",Nullable,Provider Address Zip Code,"Unique identifier of a Geographic Postal Zone



The ZIP Code was established in 1963 as a system of 5-digit codes that identifies the individual post office or metropolitan area delivery station associated with an address. The first three digits identify the delivery area of a sectional center facility or a major-city post office serving the delivery address area. The next two (the fourth and fifth) digits identify the delivery area of an associate post office, post office branch, or post office station.",Yes,No,,,,Table,hive,gold,hive_mdm,206
mdd_prvdr_dm_adr_hstry,prvdr_adr_line_1_txt,VARCHAR(60),"The first line of the specification of a location by reference to a thoroughfare, or a landmark; or a point of postal delivery.  



Street address may encompass any of the components that are described by the United States Postal Service as a ""standardized delivery address line"" in USPS Publication 28.",Nullable,Provider Address Line 1 Text,"The first line of the specification of a location by reference to a thoroughfare, or a landmark; or a point of postal delivery.  



Street address may encompass any of the components that are described by the United States Postal Service as a ""standardized delivery address line"" in USPS Publication 28.",Yes,No,,,,Table,hive,gold,hive_mdm,207
mdd_prvdr_dm_adr_hstry,prvdr_adr_line_2_txt,VARCHAR(60),"The second line of the specification of a location by reference to a thoroughfare, or a landmark; or a point of postal delivery.  



Street address may encompass any of the components that are described by the United States Postal Service as a ""standardized delivery address line"" in USPS Publication 28.",Nullable,Provider Address Line 2 Text,"The second line of the specification of a location by reference to a thoroughfare, or a landmark; or a point of postal delivery.  



Street address may encompass any of the components that are described by the United States Postal Service as a ""standardized delivery address line"" in USPS Publication 28.",Yes,No,,,,Table,hive,gold,hive_mdm,208
mdd_prvdr_dm_adr_hstry,prvdr_adr_line_3_txt,VARCHAR(60),"The third line of the specification of a location by reference to a thoroughfare, or a landmark; or a point of postal delivery.  



Street address may encompass any of the components that are described by the United States Postal Service as a ""standardized delivery address line"" in USPS Publication 28.",Nullable,Provider Address Line 3 Text,"The third line of the specification of a location by reference to a thoroughfare, or a landmark; or a point of postal delivery.  



Street address may encompass any of the components that are described by the United States Postal Service as a ""standardized delivery address line"" in USPS Publication 28.",Yes,No,,,,Table,hive,gold,hive_mdm,209
mdd_prvdr_dm_adr_hstry,prvdr_adr_state_cd,CHAR(2),The US Postal Service's (USPS) standard state code.,Nullable,Provider Address State Code,The US Postal Service's (USPS) standard state code.,Yes,No,,,,Table,hive,gold,hive_mdm,210
mdd_prvdr_dm_adr_hstry,prvdr_adr_city_name,VARCHAR(40),"The name of the city. A finer partitioning of geographic subdivisions of a state or county, usually associated with additional levels of government.",Nullable,Provider Address City Name,"The name of the city. A finer partitioning of geographic subdivisions of a state or county, usually associated with additional levels of government.",Yes,No,,,,Table,hive,gold,hive_mdm,211
mdd_prvdr_dm_adr_hstry,proc_cntl_dtl_inst_sk,INTEGER,"The surrogate key in a database is a unique identifier for either an entity in the modeled world or an object in the database. The surrogate key is not derived from application data, unlike a natural (or business) key which is derived from application data. Dummy sequential integer that acts as a Primary Key for the table.",,Process Control Detail Insert Surrogatekey,"The surrogate key in a database is a unique identifier for either an entity in the modeled world or an object in the database. The surrogate key is not derived from application data, unlike a natural (or business) key which is derived from application data. Dummy sequential integer that acts as a Primary Key for the table.",No,No,,,,Table,hive,gold,hive_mdm,212
mdd_prvdr_dm_adr_hstry,rec_add_ts,TIMESTAMP,The data lineage column used to identify the date and time that the record was inserted into the table.,,Record Add Timestamp,The data lineage column used to identify the date and time that the record was inserted into the table.,No,No,,,,Table,hive,gold,hive_mdm,213
mdd_prvdr_dm_adr_hstry,rec_updt_ts,TIMESTAMP,The data lineage column used to identify the date and time that the record was update within the table.,,Record Update Timestamp,The data lineage column used to identify the date and time that the record was update within the table.,No,No,,,,Table,hive,gold,hive_mdm,214
mdd_prvdr_dm_adr_hstry,prvdr_adr_hstry_sk,INT,"The surrogate key in a database is a unique identifier for either an entity in the modeled world or an object in the database. The surrogate key is not derived from application data, unlike a natural (or business) key which is derived from application data. Dummy sequential integer that acts as a Primary Key for the table.",,Provider Address History Surrogatekey,"The surrogate key in a database is a unique identifier for either an entity in the modeled world or an object in the database. The surrogate key is not derived from application data, unlike a natural (or business) key which is derived from application data. Dummy sequential integer that acts as a Primary Key for the table.",No,No,,,,Table,hive,gold,hive_mdm,215
mdd_prvdr_dm_adr_hstry,prvdr_adr_line_4_txt,VARCHAR(60),Address Line 4,Nullable,Provider Address Line 4 Text,Address Line 4,Yes,No,,,,Table,hive,gold,hive_mdm,216
